avg_outflow,avg_inflow,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day,total_grid
0.7825595884855786,0.13573098983178816,-1.6624180410828326,-0.9671120073364883,-1.4540038012565824,-1.5204691137859527,0.06753821774575398,0.6329383952931462,-0.2242231646900485,-0.07035923237577825,-0.16773344650812563,-0.23216515356750725,0.041575765605315784,0.30416282403698164,1.766089333001506,1.4549060472670985,-0.17126605659228847,1.3971041596697265,-0.9855441144207611,308886
-0.5843582841925336,-0.3589498688774631,-1.1564647242315358,0.5461855164226533,0.020739850382971128,0.28344389094602446,1.121334899084794,1.3228061750519007,1.256771150753661,-0.07035923237577825,-0.033361348476754225,-0.23216515356750725,0.041575765605315784,-0.4073824566801239,-0.6361104637873817,0.6768320099295292,-0.17126605659228847,1.6883468629075107,1.6496096309867145,243256
1.615451433805556,1.0392059901931,-0.01806976131611813,-1.8284782999299172,-1.1125647265113625,-0.20820922145477858,-0.5138668478206133,-0.8847707201761139,0.17776100664467273,-0.07035923237577825,-0.5708497406022398,0.3966742892910633,0.030684191959840176,0.5176264082521133,0.4866568325378595,0.9221997561438665,0.45403986945510183,-0.6415947629947644,-0.6418284084980469,284125
0.14471701383543556,0.5471882855011255,-1.1564647242315358,-0.1057457147430593,-0.9759890966132746,-0.11715222121591876,0.01303149284890694,-0.3328764963691102,0.6220593012777855,-0.07035923237577825,-0.5708497406022398,-0.23216515356750725,0.041575765605315784,1.0868626328257978,0.3299916283994534,0.7381739464831135,-0.17126605659228847,-1.2240801694703332,0.045603003347381536,256059
-0.2768410872896902,-0.3502946183213121,-1.4094413826571843,-0.3518503697697533,-0.9759890966132746,-0.8322094453138608,-0.24133322333637872,-0.47085005232086113,0.3893316231366312,-0.07035923237577825,0.7056851906957885,-0.23216515356750725,0.041575765605315784,2.324951421273562,0.6346184142241312,0.9221997561438665,-0.7965719826396788,-0.35035205975697997,1.3058939250640003,324196
0.545039912105377,-0.11327391078363573,0.6143718847480029,0.5095159228236756,0.38976720236760437,0.18199600179101955,-0.35034667313007245,-0.05692938446560838,-0.30885141128683197,-0.07035923237577825,0.10101074955461718,-0.23216515356750725,0.041575765605315784,1.4141734619556663,1.2960937205862888,1.0965399968751062,0.45403986945510183,1.105861456431942,-1.2146879183692372,343694
-0.506495873723527,-0.5447048615825525,0.36139522632235443,-0.1057457147430593,-0.7028378368170988,-0.399346888622832,-0.33217776483112355,-0.19490294041735928,-1.0281915073594907,-0.07035923237577825,0.23538284758598857,-0.23216515356750725,0.041575765605315784,-0.17968796685064992,-0.6361104637873817,-0.9374294783226895,-0.7965719826396788,-0.6415947629947644,-1.4438317223177133,199607
-0.6897478094738149,-0.6878493900112053,1.1203252015992997,0.9832673837500616,0.5058564877809791,0.3083273354557428,-0.495697939521664,-0.47085005232086113,-0.054966671496481545,-0.07035923237577825,0.23538284758598857,-0.23216515356750725,0.041575765605315784,-0.7062314745813082,-0.6361104637873817,-0.9374294783226895,-0.7965719826396788,0.8146187531941576,1.5350377290124764,236426
1.1128849662328784,1.1250927072502919,-0.39753474895459073,-0.9671120073364883,-0.36139876207187904,-1.8174297812315985,1.0123214492911006,0.7709119512448971,1.4683417672456194,-0.07035923237577825,0.16819679857030287,-0.23216515356750725,0.041575765605315784,-0.3077661173797292,-0.4968525045532435,-0.9374294783226895,1.079345795502492,-1.5153228727081174,0.73303441519281,227807
-0.7243533252378177,-0.5646785167121318,0.9938368723864754,2.6014054905505746,2.438401650838923,1.5139438941738415,-0.11415086524373573,-0.3328764963691102,-0.2242231646900485,-0.07035923237577825,-0.43647764257086846,-0.23216515356750725,0.041575765605315784,1.513789801256061,1.6007205064109666,1.700273793481436,1.079345795502492,0.23213334671858882,-1.2146879183692372,225159
-0.618963799956536,-0.5520285351300647,-1.1564647242315358,-0.4749026972831003,-0.8394134667151867,-0.2675466660548751,-0.3140088565321743,-0.3190791407739349,-0.2876943496376362,-0.07035923237577825,0.8400572887271599,-0.23216515356750725,0.041575765605315784,-0.563922418437887,-0.8014792903779212,-0.9374294783226895,-0.17126605659228847,1.3971041596697265,-0.06896889862685654,232501
0.5009965284057369,0.7542485103444327,-0.650511407380239,0.2634112677969817,0.11661594257142859,0.1215647794102767,-0.16865759014058276,-0.19490294041735928,-0.033809609847285774,-0.07035923237577825,0.4369409946330457,-0.23216515356750725,0.030684191959840176,-0.7062314745813082,-0.2966691881541694,-0.9374294783226895,-0.17126605659228847,0.5233760499563732,1.7641815329609525,336331
